"no","id","from_id","from_name","created_time","created_time_str","year","month","day","created_time_num","weekday","message","type","likes_count","shares_count","like_share","max_evento_8046_DR","max_emisor","max_dia_8699_DR","max_dia_emisor","link"
"2382","113998707676_10151601187167677","113998707676","José María Villalta Florez-Estrada","2013-08-09T00:22:45+0000","2013-08-09","2013","08","09","09/08/13","6","El próximo domingo 11 de agosto vamos para Puntarenas. Estaremos en Barranca, Esparza y Miramar.
#SiHayPorQuienVotar
#FrenteAMPLIO","photo","329","63","392","4.9%","12.3%","4.5%","6.2%","https://www.facebook.com/photo.php?fbid=10151601187117677&set=a.114646892676.102934.113998707676&type=1&relevant_count=1"
"908","69554133109_10151152881823110","69554133109","Johnny Araya","2012-10-29T22:29:54+0000","2012-10-29","2012","10","29","29/10/12","2","Hoy compartí con adultos mayores de San José, en una actividad que forma parte de las celebraciones del mes del adulto mayor. Con gran entusiasmo hemos venido trabajando en la creación de nuestra propia red de atención al adulto mayor. Desde hace meses se abrió el primero en San Francisco de Dos Ríos, en noviembre se inaugura otro en Hatillo 2 y el año entrante se abrirán otros dos. ¡Queremos ayudar a dignificar la vida de los adultos mayores!","status","387","5","392","4.9%","8.0%","4.5%","6.0%","0"
"2581","113998707676_10151422371487677","113998707676","José María Villalta Florez-Estrada","2013-04-29T20:57:38+0000","2013-04-29","2013","04","29","29/04/13","2","Nos vemos este 1 de mayo en las calles.
¡Construyamos la Esperanza!","photo","327","63","390","4.8%","12.3%","4.5%","6.2%","https://www.facebook.com/photo.php?fbid=10151422371387677&set=a.114646892676.102934.113998707676&type=1&relevant_count=1"
"537","69554133109_10151704265183110","69554133109","Johnny Araya","2013-09-02T23:44:39+0000","2013-09-02","2013","09","02","02/09/13","2","NA","photo","389","1","390","4.8%","7.9%","4.5%","5.9%","https://www.facebook.com/photo.php?fbid=10151704265098110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"422","303450469784702_321180158011733","303450469784702","Dr. Rodolfo Hernández","2013-04-22T13:03:17+0000","2013-04-22","2013","04","22","22/04/13","2","Quiero hacer un llamado a la unidad de los socialcristianos. Hoy tenemos motivos más que suficientes para estar felices y motivados, la unidad está fuerte y lista para ganar. http://ow.ly/khhmF","photo","374","15","389","4.8%","4.8%","4.5%","4.5%","https://www.facebook.com/photo.php?fbid=321180148011734&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"208","303450469784702_356360577827024","303450469784702","Dr. Rodolfo Hernández","2013-07-13T22:07:43+0000","2013-07-13","2013","07","13","13/07/13","7","Todos con la sele!!!! A sacar ese triunfo.","status","389","0","389","4.8%","4.8%","4.5%","4.5%","0"
"577","69554133109_10151641709928110","69554133109","Johnny Araya","2013-08-02T04:18:19+0000","2013-08-02","2013","08","02","02/08/13","6","NA","photo","389","0","389","4.8%","7.9%","4.5%","5.9%","https://www.facebook.com/photo.php?fbid=10151641709893110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2668","113998707676_10151251175137677","113998707676","José María Villalta Florez-Estrada","2013-01-24T23:42:52+0000","2013-01-24","2013","01","24","24/01/13","5","Nuestra lucha por rescatar y fortalecer la seguridad social continúa, aunque algunos pretenden que se nos olvide mediante notables distracciones. Sigue avanzando nuestra demanda para que el Gobierno pague a la CCSS sus deudas en efectivo como manda la ley (no con papeles inservibles) y para que repare el daño causado al seguro de pensiones por 12 años en que no recibió las utilidades de empresas públicas, por la negligencia del Poder Ejecutivo. El tribunal contencioso acaba de rechazar por unanimidad un recurso presentado por el Gobierno para frenar el juicio y se declaró competente para conocer esta demanda con trámite prioritario.","status","365","23","388","4.8%","12.2%","4.5%","6.1%","0"
"2015","117011658390752_494648623960385","117011658390752","Otto Guevara Guth","2013-08-31T21:01:13+0000","2013-08-31","2013","08","31","31/08/13","7","Grand Parade Limón. El esperado evento de una linda provincia.","photo","369","18","387","4.8%","32.1%","4.4%","22.7%","https://www.facebook.com/photo.php?fbid=494648610627053&set=a.291889580902958.65806.117011658390752&type=1&relevant_count=1"
"2591","113998707676_10151407484432677","113998707676","José María Villalta Florez-Estrada","2013-04-19T16:33:35+0000","2013-04-19","2013","04","19","19/04/13","6","Nuestra posición sobre el tema de la geotermia y los parques nacionales. 
Ampliar el desarrollo geotérmico por parte del ICE es fundamental para Costa Rica, porque es una fuente de energía estable todo el año que implica mucho menos impactos ambientales que las hidroeléctricas. 
Pero este desarrollo solo puede hacerse sin debilitar el régimen de protección y la integridad de nuestros parques nacionales. 
Actualmente se encuentra en consulta un nuevo texto del proyecto de ley presentado en la Asamblea anterior (17.680) para permitir al ICE accesar un sector del Parque Nacional Rincón de la Vieja. 
Con tal objetivo existen sobre la mesa varias propuestas, modificación de límites del parque (segregar una parte del parque y agregar otra de igual tamaño y valor) o un permiso de uso especial por parte del SINAC. Aunque en un inicio se habló de 1000 hectáreas, actualmente se valoran nuevas propuestas, que abarcarían menos de 100. 
Nuestra posición es que, sea cual sea, el mecanismo que se adopte, este proyecto solo será viable si al final del proceso el Parque resulta fortalecido con: 1) un área total mayor a la actual, 2) ecosistemas protegidos y riqueza natural igual o mayor a la actual, sin afectar sitios únicos o amenazados y 3) recursos financieros y personal capacitado que garanticen sostenibilidad del parque. Todo esto debe garantizarse mediante estudios técnicos previos realizados por expertos independientes. 
Nuestra posición es que el acuerdo que lleve a este resultado debe alcanzarse a través de un amplísimo proceso de consulta con todos los sectores interesados, buscando consenso sin imponer ni atropellar. Creemos que es posible armonizar desarrollo geotérmico con fortalecimiento de nuestros parques nacionales, pero si no hay acuerdo entre el ICE, Área de Conservación, comunidades y movimiento ecologista, sencillamente no será viable. 
En síntesis, algunos comentarios que han circulado están desinformados. Hace dos semanas el PLN y los libertarios intentaron dictaminar este proyecto a la brava, sin atender las dudas y buscar consensos. Y más bien, la única fracción que los frenó fue el Partido Frente Amplio. Lo seguiremos haciendo hasta que no se alcance un acuerdo que fortalezca al ICE y al Parque Nacional Rincón de la Vieja.","photo","315","72","387","4.8%","12.2%","4.4%","6.1%","https://www.facebook.com/photo.php?fbid=10151407484342677&set=a.114646892676.102934.113998707676&type=1&relevant_count=1"
"911","69554133109_10151147032238110","69554133109","Johnny Araya","2012-10-25T21:29:00+0000","2012-10-25","2012","10","25","25/10/12","5","Hoy inauguramos un mural en la Biblioteca Carmen Lyra de Pavas, como parte de la iniciativa internacional que promueve el Gobierno, la Municipalidad y muchas organizaciones no gubernamentales para lograr la aprobación en la ONU, de la Declaración Universal del Bienestar Animal. Se quiere generar una cultura de respeto a los animales, así como Costa Rica tomó la correcta decisión de prohibir el aleteo del tiburón.","photo","369","18","387","4.8%","7.9%","4.4%","5.9%","https://www.facebook.com/photo.php?fbid=10151147032203110&set=a.401533623109.182289.69554133109&type=1&relevant_count=1"
"2347","113998707676_10151638482527677","113998707676","José María Villalta Florez-Estrada","2013-08-28T16:09:09+0000","2013-08-28","2013","08","28","28/08/13","4","Le invito a conocernos.
#SiHayPorQuienVotar
#FrenteAMPLIO","link","361","25","386","4.8%","12.1%","4.4%","6.1%","http://www.youtube.com/watch?v=uQMHrrPBWW4"
"818","69554133109_10151344595958110","69554133109","Johnny Araya","2013-02-15T17:58:08+0000","2013-02-15","2013","02","15","15/02/13","6","NA","photo","362","24","386","4.8%","7.8%","4.4%","5.9%","https://www.facebook.com/photo.php?fbid=10151344595908110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"832","69554133109_128848060617939","69554133109","Johnny Araya","2013-01-28T17:51:19+0000","2013-01-28","2013","01","28","28/01/13","2","Avanzamos satisfactoriamente en la construcción y remodelación de las instalaciones que se usarán en los Juegos Centroamericanos San José 2013. Ha sido un gran esfuerzo de todo un equipo de trabajo que tiene claro que este evento olímpico es un gran reto para nuestro país. ¡Celebremos el deporte!","link","381","5","386","4.8%","7.8%","4.4%","5.9%","http://www.nacion.com/2013-01-27/Deportes/Obras-de-San-Jose-2013-ingresan-a-su-etapa-final.aspx"
"2579","113998707676_10151423809127677","113998707676","José María Villalta Florez-Estrada","2013-04-30T21:33:03+0000","2013-04-30","2013","04","30","30/04/13","3","Ayer y hoy han sido días de luchas en defensa del patrimonio nacional y los derechos de las comunidades más olvidadas de este país. En la Marchamos juntos a las y los trabajadores del ICE,  para frenar el sabotaje y la agresión permanente de la Sutel contra esta institución. Para que el ICE pueda volver a ejecutar proyectos de desarrollo en las comunidades más pobres, mientras la Sutel mantiene ociosos casi $300 millones de Fonatel. Por el archivo definitivo de la Ley de Privatización Eléctrica que ahora se tramita en la comisión de ""asuntos agropecuarios"" (sic). A la vez, seguimos luchando por la aprobación de la Ley de Territorios Costeros Comunitarios, que empezaría a hacer justicia a las comunidades que han vivido durante años en las costas de nuestro país, al permitirles consolidar sus derechos y desarrollarse bajo un modelo que privilegia la distribución equitativa de la tierra en armonía con el ambiente y la economía social, en lugar de los devastadores megaproyectos que imperan en la actualidad.","status","352","31","383","4.8%","12.0%","4.4%","6.0%","0"
"91","303450469784702_362894297173652","303450469784702","Dr. Rodolfo Hernández","2013-07-25T19:00:43+0000","2013-07-25","2013","07","25","25/07/13","5","Una excelente reunión de trabajo con un excelente equipo. Pronto se empezarán a ver los resultados","photo","355","27","382","4.7%","4.7%","4.4%","4.4%","https://www.facebook.com/photo.php?fbid=362894220506993&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"2401","113998707676_10151590486502677","113998707676","José María Villalta Florez-Estrada","2013-08-03T18:47:26+0000","2013-08-03","2013","08","03","03/08/13","7","Con la comunidad de Punta Mala en Osa
#HayESPERANZA","photo","361","21","382","4.7%","12.0%","4.4%","6.0%","https://www.facebook.com/photo.php?fbid=10151590486467677&set=a.114646892676.102934.113998707676&type=1&relevant_count=1"
"580","69554133109_10151639311318110","69554133109","Johnny Araya","2013-07-31T21:52:42+0000","2013-07-31","2013","07","31","31/07/13","4","Estoy convencido de que es necesario convencer otras fuerzas sociales y políticas de enfrentar juntos  los retos del futuro y actuar con decisión y energía ahora. Quiero darle las gracias a los diputados del Partido PASE por su confianza, darme su respaldo y creer en que es necesario un Gobierno de convergencia y unidad nacional que supere el sectarismo paralizante que nos ha envuelto. ¡Es tiempo de sumar y de construir!","video","368","12","380","4.7%","7.7%","4.4%","5.8%","http://www.youtube.com/watch?v=rS7MvtIA7SA&feature=youtu.be"
"900","69554133109_10151159616863110","69554133109","Johnny Araya","2012-11-03T17:49:44+0000","2012-11-03","2012","11","03","03/11/12","7","NA","photo","364","16","380","4.7%","7.7%","4.4%","5.8%","https://www.facebook.com/photo.php?fbid=10151159616843110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"2651","113998707676_420112101416624","113998707676","José María Villalta Florez-Estrada","2013-02-25T15:39:45+0000","2013-02-25","2013","02","25","25/02/13","2","Comparto con ustedes la entrevista que me realizó, en días pasados, el periodista Álvaro Murillo a propósito de la posibilidad de que postule mi nombre como precandidato a la presidente de la República. El anuncio oficial de mi decisión lo estaré haciendo este próximo jueves, a las 10:00 am, en el Parque Nacional.
http://www.nacion.com/2013-02-25/ElPais/Diputado-Villalta-arma-su-candidatura-presidencial---No-sere-un-relleno-.aspx","link","339","39","378","4.7%","11.9%","4.3%","6.0%","http://www.nacion.com/2013-02-25/ElPais/Diputado-Villalta-arma-su-candidatura-presidencial---No-sere-un-relleno-.aspx"
"1268","69554133109_10151040210608110","69554133109","Johnny Araya","2012-08-15T16:06:44+0000","2012-08-15","2012","08","15","15/08/12","4","¡¡Muchas felicidades a todas las madres en su día!! Mi especial reconocimiento a aquellas madres  que en condiciones muy precarias les corresponde velar porque sus hijos salgan adelante. Le doy gracias a Dios por haberme dado a mi madre por tantos años y porque aún puedo disfrutar de su amor y de sus enseñanzas.  
¡¡Un fuerte abrazo para mamá y para todas las mamás de nuestro país, que pasen un muy lindo día!!!","status","374","4","378","4.7%","7.7%","4.3%","5.8%","0"
"624","69554133109_10151559527278110","69554133109","Johnny Araya","2013-06-20T23:04:49+0000","2013-06-20","2013","06","20","20/06/13","5","NA","photo","375","1","376","4.7%","7.6%","4.3%","5.7%","https://www.facebook.com/photo.php?fbid=10151559527228110&set=a.10150604526898110.396478.69554133109&type=1&relevant_count=1"
"405","303450469784702_323660901096992","303450469784702","Dr. Rodolfo Hernández","2013-04-27T23:54:13+0000","2013-04-27","2013","04","27","27/04/13","7","Grato recibimiento en Esparza, un abrazo a los vecinos de El Mojón y la Urbanización Santa Marta por este amable detalle.","photo","364","11","375","4.7%","4.7%","4.3%","4.3%","https://www.facebook.com/photo.php?fbid=323660894430326&set=a.303459529783796.1073741828.303450469784702&type=1&relevant_count=1"
"227","303450469784702_347237072072708","303450469784702","Dr. Rodolfo Hernández","2013-06-22T03:29:32+0000","2013-06-22","2013","06","22","22/06/13","7","El Ministerio Público debe actuar con premura, firmeza e independencia ejemplarizante y no cesar en sus investigaciones hasta que este caso, nueva Refinería de Petróleo, sea concluido; caiga quien caiga.","link","356","18","374","4.6%","4.6%","4.3%","4.3%","http://www.eldoctor2014.com/el-ministerio-publico-debe-actuar/"
